,timestamp,open,high,low,close,volat_ATR,predictions
0,2023-01-02,16610.4,16799.0,16541.2,16666.0,348.49468836699725,16539.674161854848
1,2023-01-03,16665.9,16774.0,16600.3,16667.2,336.0093534836404,16571.260964495516
2,2023-01-04,16667.3,16984.6,16645.7,16842.1,336.2158282348088,16883.810017998792
3,2023-01-05,16842.2,16872.8,16740.4,16823.8,321.6575547894651,16799.579425276504
4,2023-01-06,16823.8,17030.0,16664.8,16943.8,324.7677294473605,16891.91980657826
5,2023-01-07,16943.9,16973.6,16900.1,16936.5,306.82003448683474,16896.32700189984
6,2023-01-08,16936.5,17181.1,16905.0,17124.7,304.62574630920363,16835.51967433082
7,2023-01-09,17124.6,17387.8,17098.2,17169.7,303.552478715689,17049.366082495086
8,2023-01-10,17169.6,17485.4,17140.4,17428.8,306.51301595028264,17075.255403532214
9,2023-01-11,17428.8,18013.2,17306.4,17935.7,335.1049433824052,17635.080410522198
10,2023-01-12,17935.6,19120.0,17902.4,18838.0,398.14030456937616,17879.48380673222
11,2023-01-13,18838.1,19997.8,18711.0,19924.2,461.6159971001349,18868.61996307302
12,2023-01-14,19924.3,21544.0,19882.6,20962.8,547.3148544501254,19836.51858483011
13,2023-01-15,20962.8,21073.8,20556.0,20882.7,545.2066505608307,20818.415781755844
14,2023-01-16,20882.7,21498.0,20606.6,21188.3,569.9347469493429,20816.80721943362
15,2023-01-17,21188.2,21640.0,20827.8,21130.9,587.2394078815327,21084.148630008578
16,2023-01-18,21130.8,21672.0,20386.0,20680.0,637.1508787471375,21349.932934422042
17,2023-01-19,20680.1,21183.9,20659.9,21068.3,629.068673122342,20663.30170320232
18,2023-01-20,21068.3,22750.0,20856.4,22661.1,719.392339327889,21121.498332281986
19,2023-01-21,22661.0,23390.0,22422.0,22781.9,737.1500293758969,22554.168635660993
20,2023-01-22,22781.8,23080.2,22287.0,22704.6,741.15359870619,22673.86297688085
21,2023-01-23,22704.7,23193.1,22500.0,22913.1,737.7211987986049,22640.279071982375
22,2023-01-24,22913.3,23158.7,22450.0,22627.4,735.648256027276,22813.07606368937
23,2023-01-25,22627.5,23837.4,22310.5,23060.6,792.1662377396135,22855.896862176487
24,2023-01-26,23060.6,23278.7,22843.8,23001.9,766.6472207582127,23008.950806275654
