,timestamp,open,high,low,close,volat_ATR,predictions
0,2023-01-02,16610.4,16799.0,16541.2,16666.0,348.49468836699725,16610.3
1,2023-01-03,16665.9,16774.0,16600.3,16667.2,336.0093534836404,16666.0
2,2023-01-04,16667.3,16984.6,16645.7,16842.1,336.2158282348088,16667.2
3,2023-01-05,16842.2,16872.8,16740.4,16823.8,321.6575547894651,16842.1
4,2023-01-06,16823.8,17030.0,16664.8,16943.8,324.7677294473605,16823.8
5,2023-01-07,16943.9,16973.6,16900.1,16936.5,306.82003448683474,16943.8
6,2023-01-08,16936.5,17181.1,16905.0,17124.7,304.62574630920363,16936.5
7,2023-01-09,17124.6,17387.8,17098.2,17169.7,303.552478715689,17124.7
8,2023-01-10,17169.6,17485.4,17140.4,17428.8,306.51301595028264,17169.7
9,2023-01-11,17428.8,18013.2,17306.4,17935.7,335.1049433824052,17428.8
10,2023-01-12,17935.6,19120.0,17902.4,18838.0,398.14030456937616,17935.7
11,2023-01-13,18838.1,19997.8,18711.0,19924.2,461.6159971001349,18838.0
12,2023-01-14,19924.3,21544.0,19882.6,20962.8,547.3148544501254,19924.2
13,2023-01-15,20962.8,21073.8,20556.0,20882.7,545.2066505608307,20962.8
14,2023-01-16,20882.7,21498.0,20606.6,21188.3,569.9347469493429,20882.7
15,2023-01-17,21188.2,21640.0,20827.8,21130.9,587.2394078815327,21188.3
16,2023-01-18,21130.8,21672.0,20386.0,20680.0,637.1508787471375,21130.9
17,2023-01-19,20680.1,21183.9,20659.9,21068.3,629.068673122342,20680.0
18,2023-01-20,21068.3,22750.0,20856.4,22661.1,719.392339327889,21068.3
19,2023-01-21,22661.0,23390.0,22422.0,22781.9,737.1500293758969,22661.1
20,2023-01-22,22781.8,23080.2,22287.0,22704.6,741.15359870619,22781.9
21,2023-01-23,22704.7,23193.1,22500.0,22913.1,737.7211987986049,22704.6
22,2023-01-24,22913.3,23158.7,22450.0,22627.4,735.648256027276,22913.1
23,2023-01-25,22627.5,23837.4,22310.5,23060.6,792.1662377396135,22627.4
24,2023-01-26,23060.6,23278.7,22843.8,23001.9,766.6472207582127,23060.6
25,2023-01-27,23001.9,23500.0,22516.6,23068.0,782.1295621326262,23001.9
26,2023-01-28,23068.1,23185.0,22870.8,23015.9,748.7060219802959,23068.0
27,2023-01-29,23016.0,23962.7,22961.5,23740.3,766.7413061245605,23015.9
28,2023-01-30,23740.2,23804.6,22484.2,22819.9,806.2883556870918,23740.3
29,2023-01-31,22819.9,23330.0,22715.3,23119.4,792.6034731380139,22819.9
30,2023-02-01,23119.5,23852.4,22747.0,23730.0,814.9460821995845,23119.4
31,2023-02-02,23730.1,24281.4,23365.0,23493.1,822.1927906139,23730.0
32,2023-02-03,23493.0,23719.9,23201.0,23424.7,800.5290198557643,23493.1
33,2023-02-04,23424.7,23591.4,23250.0,23322.6,767.7340898660669,23424.7
34,2023-02-05,23322.6,23436.0,22741.0,22929.2,762.5387977327764,23322.6
35,2023-02-06,22929.3,23159.4,22600.0,22757.7,748.0288836090068,22929.2
36,2023-02-07,22757.8,23368.6,22742.4,23234.1,739.3268204940775,22757.7
37,2023-02-08,23234.1,23450.0,22662.9,22955.9,742.7391904587861,23234.1
38,2023-02-09,22955.9,23007.8,21684.7,21793.4,784.1935339974441,22955.9
39,2023-02-10,21793.3,21933.8,21405.0,21618.6,765.9511387119122,21793.4
40,2023-02-11,21618.6,21891.9,21594.4,21851.3,732.4903430896328,21618.6
41,2023-02-12,21851.2,22080.9,21618.0,21771.1,713.233890011802,21851.3
42,2023-02-13,21771.0,21888.0,21338.0,21766.2,701.5743264395304,21771.1
43,2023-02-14,21766.1,22320.0,21485.2,22187.4,711.0904459795639,21766.2
44,2023-02-15,22187.4,24420.0,22038.5,24332.6,830.4054141238809,22187.4
45,2023-02-16,24332.7,25290.0,23518.0,23526.6,897.6621702578894,24332.6
46,2023-02-17,23526.6,25043.2,23350.0,24581.5,954.4863009537546,23526.6
47,2023-02-18,24581.3,24887.5,24430.6,24636.9,918.9444223142008,24581.5
48,2023-02-19,24636.8,25200.0,24179.4,24265.9,926.2055350060436,24636.9
49,2023-02-20,24265.9,25140.0,23827.0,24849.9,953.8337110770404,24265.9
50,2023-02-21,24849.9,25347.6,24150.0,24443.4,971.2455888572518,24849.9
51,2023-02-22,24443.3,24468.5,23572.0,24171.3,965.9066182245908,24443.4
